"transaction_id";"customer_id";"transaction_amount_usd";"velocity_1h";"velocity_24h";"geo_distance_km";"device_risk_score";"merchant_risk_score";"synthetic_identity_score";"high_amount_flag";"velocity_flag";"geo_risk_flag";"fraud_label"
"T9040962";"C101577";77.91;1;4;4.6;0.406;0.475;0.076;0;0;0;0
"T9023562";"C101578";31.47;0;3;2.5;0.142;0.561;0.54;0;0;0;0
"T9061243";"C101579";230.67;1;4;16.3;0.403;0.374;0.164;0;0;0;0
"T9032909";"C101580";201.35;1;4;38.8;0.312;0.261;0.232;0;0;0;0
"T9039093";"C101582";168.9;0;1;22.0;0.348;0.23;0.48;0;0;0;0
"T9005761";"C101583";138.8;1;3;13.0;0.615;0.44;0.226;0;0;0;0
"T9034643";"C101584";19.29;1;4;34.2;0.21;0.074;0.212;0;0;0;0
"T9063360";"C101586";44.59;1;2;2614.5;0.273;0.122;0.154;0;0;1;0
"T9041103";"C101587";221.22;0;4;47.8;0.063;0.075;0.274;0;0;0;0
"T9012896";"C101588";63.43;4;6;5.2;0.059;0.271;0.245;0;0;0;0
"T9044174";"C101589";279.75;0;1;54.3;0.272;0.07;0.185;0;0;0;0
"T9055870";"C101590";78.16;1;5;8.2;0.066;0.299;0.455;0;0;0;0
"T9034967";"C101592";130.16;1;3;23.9;0.152;0.176;0.36;0;0;0;0
"T9043345";"C101593";42.98;1;3;3.8;0.097;0.377;0.403;0;0;0;0
"T9019110";"C101594";24.58;1;4;18.4;0.251;0.163;0.021;0;0;0;0
"T9014398";"C101595";32.42;1;4;50.5;0.23;0.583;0.261;0;0;0;0
"T9059360";"C101598";11.6;0;4;28.4;0.067;0.024;0.275;0;0;0;0
"T9033442";"C101599";90.93;2;5;31.6;0.277;0.216;0.024;0;0;0;0
"T9064088";"C101600";34.96;0;1;10.7;0.327;0.135;0.143;0;0;0;0
"T9037445";"C101601";23.65;1;2;7.6;0.239;0.183;0.244;0;0;0;0
"T9064908";"C101602";92.38;2;7;29.6;0.184;0.155;0.0;0;0;0;0
"T9006079";"C101606";15.69;0;2;73.1;0.309;0.12;0.109;0;0;0;0
"T9041076";"C101608";21.05;0;3;2213.0;0.125;0.309;0.103;0;0;1;0
"T9022681";"C101609";202.71;2;6;9.3;0.469;0.478;0.307;0;0;0;0
"T9029278";"C101610";21.5;2;5;12.2;0.101;0.07;0.208;0;0;0;0
"T9031998";"C101611";59.21;3;9;4.3;0.569;0.567;0.139;0;0;0;0
"T9050237";"C101612";102.9;1;3;833.9;0.488;0.475;0.025;0;0;1;0
"T9061713";"C101613";123.13;3;3;452.2;0.703;0.121;0.094;0;0;0;0
"T9006667";"C101614";196.79;2;6;2.9;0.274;0.232;0.15;0;0;0;0
"T9041467";"C101615";138.06;0;2;3699.3;0.432;0.206;0.229;0;0;1;0
"T9044467";"C101616";54.47;0;4;7.5;0.138;0.443;0.205;0;0;0;0
"T9018142";"C101617";58.53;2;4;4.9;0.372;0.077;0.105;0;0;0;0
"T9000476";"C101618";41.83;2;6;31.9;0.235;0.286;0.059;0;0;0;0
"T9053799";"C101620";149.78;1;2;22.9;0.345;0.528;0.238;0;0;0;0
"T9056134";"C101621";28.97;1;2;1.9;0.293;0.247;0.112;0;0;0;0
"T9056706";"C101623";120.85;0;4;6.6;0.097;0.121;0.098;0;0;0;0
"T9047593";"C101624";36.4;1;7;19.9;0.162;0.234;0.266;0;0;0;0
"T9063003";"C101626";16.2;1;2;25.8;0.254;0.259;0.468;0;0;0;0
"T9034034";"C101627";17.67;1;5;23.6;0.258;0.458;0.284;0;0;0;0
"T9060138";"C101628";5.79;0;0;16.5;0.346;0.269;0.037;0;0;0;0
"T9058242";"C101629";83.71;0;2;57.8;0.735;0.193;0.23;0;0;0;0
"T9021073";"C101630";150.31;2;3;66.3;0.392;0.073;0.344;0;0;0;0
"T9032382";"C101632";11.78;1;7;4.2;0.156;0.068;0.068;0;0;0;0
"T9027538";"C101634";8.35;0;3;30.2;0.471;0.117;0.267;0;0;0;0
"T9055970";"C101637";100.83;1;2;37.0;0.162;0.063;0.096;0;0;0;0
"T9034908";"C101638";105.46;2;4;471.6;0.106;0.45;0.127;0;0;0;0
"T9042023";"C101641";69.31;0;2;15.6;0.419;0.08;0.161;0;0;0;0
"T9032454";"C101642";54.11;0;4;2619.7;0.318;0.134;0.234;0;0;1;1
"T9024895";"C101643";12.51;4;4;24.3;0.574;0.147;0.073;0;0;0;0
"T9017378";"C101644";60.43;2;3;14.2;0.395;0.201;0.344;0;0;0;0
"T9016140";"C101647";103.38;2;4;22.0;0.502;0.354;0.063;0;0;0;0
"T9026808";"C101649";42.13;0;2;6696.6;0.411;0.053;0.389;0;0;1;0
"T9023153";"C101650";133.79;1;4;5.3;0.139;0.198;0.303;0;0;0;0
"T9032937";"C101651";31.97;2;5;1.0;0.32;0.319;0.118;0;0;0;0
"T9050416";"C101652";262.45;3;8;6.8;0.204;0.686;0.074;0;0;0;0
"T9026198";"C101653";76.08;0;3;6.8;0.538;0.376;0.479;0;0;0;1
"T9009038";"C101654";540.73;1;4;37.5;0.374;0.181;0.083;0;0;0;0
"T9011082";"C101655";320.64;0;5;6.2;0.268;0.427;0.307;0;0;0;0
"T9052120";"C101656";52.0;2;3;1.8;0.549;0.378;0.215;0;0;0;0
"T9025926";"C101657";51.13;5;5;8.0;0.309;0.292;0.089;0;0;0;0
"T9058935";"C101658";12.27;0;3;35.0;0.144;0.114;0.038;0;0;0;0
"T9005604";"C101659";146.77;1;4;28.8;0.297;0.513;0.004;0;0;0;0
"T9006592";"C101660";170.63;0;3;14.3;0.144;0.313;0.038;0;0;0;0
"T9041687";"C101661";51.43;0;3;7.2;0.115;0.08;0.439;0;0;0;0
"T9029173";"C101662";128.73;3;5;23.2;0.273;0.213;0.315;0;0;0;0
"T9064621";"C101665";51.22;0;3;18.8;0.226;0.366;0.284;0;0;0;0
"T9040270";"C101666";69.44;0;7;32.7;0.432;0.244;0.098;0;0;0;0
"T9050754";"C101667";13.05;0;0;660.4;0.079;0.332;0.007;0;0;1;0
"T9023311";"C101669";23.14;0;3;1203.8;0.234;0.299;0.065;0;0;1;0
"T9051463";"C101670";16.96;0;2;22.5;0.077;0.165;0.269;0;0;0;0
"T9017455";"C101671";67.27;2;2;13.6;0.35;0.397;0.136;0;0;0;0
"T9037343";"C101672";25.93;0;2;12.2;0.486;0.241;0.081;0;0;0;0
"T9018988";"C101674";34.96;2;7;10.8;0.149;0.329;0.612;0;0;0;0
"T9053475";"C101675";66.43;1;4;10.3;0.155;0.071;0.027;0;0;0;0
"T9056244";"C101676";24.26;1;4;38.2;0.153;0.176;0.458;0;0;0;0
"T9027129";"C101677";122.18;0;2;50.8;0.485;0.508;0.202;0;0;0;0
"T9006329";"C101681";64.78;0;1;3195.5;0.195;0.078;0.145;0;0;1;0
"T9055845";"C101683";20.93;2;5;16.3;0.046;0.474;0.397;0;0;0;0
"T9019436";"C101684";102.26;1;2;32.5;0.414;0.286;0.186;0;0;0;0
"T9038691";"C101688";32.8;1;6;10.8;0.237;0.451;0.37;0;0;0;0
"T9007742";"C101689";76.18;0;0;12.4;0.51;0.266;0.005;0;0;0;0
"T9006573";"C101691";42.36;0;3;14.5;0.261;0.521;0.196;0;0;0;0
"T9052668";"C101692";38.06;0;4;61.1;0.32;0.66;0.248;0;0;0;0
"T9013511";"C101694";250.85;1;3;1829.8;0.43;0.313;0.052;0;0;1;1
"T9052096";"C101695";77.78;0;1;2874.1;0.234;0.094;0.093;0;0;1;0
"T9053868";"C101697";127.62;1;4;5.6;0.133;0.721;0.478;0;0;0;0
"T9009924";"C101698";10.79;0;2;28.4;0.328;0.1;0.234;0;0;0;0
"T9045169";"C101699";11.91;0;2;67.0;0.324;0.25;0.113;0;0;0;0
"T9061633";"C101700";174.49;3;7;7.0;0.206;0.337;0.236;0;0;0;0
"T9006804";"C101701";37.97;0;4;1.5;0.189;0.088;0.217;0;0;0;0
"T9037674";"C101702";20.25;0;4;21.9;0.107;0.077;0.246;0;0;0;0
"T9036926";"C101703";145.14;1;8;41.9;0.641;0.091;0.24;0;0;0;0
"T9014129";"C101705";18.23;0;0;4.8;0.398;0.16;0.083;0;0;0;0
"T9010430";"C101706";461.28;0;0;5.0;0.401;0.251;0.193;0;0;0;0
"T9003181";"C101710";29.45;2;4;67.6;0.343;0.309;0.122;0;0;0;0
"T9003136";"C101714";70.85;1;4;19.4;0.069;0.053;0.032;0;0;0;0
"T9001866";"C101717";71.38;1;5;70.5;0.371;0.135;0.102;0;0;0;0
"T9004384";"C101718";10.95;0;4;12.3;0.179;0.561;0.097;0;0;0;0
"T9022882";"C101720";39.49;0;4;42.8;0.556;0.058;0.052;0;0;0;0
"T9058254";"C101721";156.35;0;0;44.5;0.213;0.229;0.144;0;0;0;0
"T9040547";"C101723";46.36;0;1;0.1;0.46;0.39;0.252;0;0;0;0
"T9016381";"C101725";55.48;1;7;15.1;0.215;0.609;0.391;0;0;0;0
"T9045306";"C101726";32.65;1;3;1.1;0.076;0.155;0.115;0;0;0;0
"T9056436";"C101727";66.09;2;4;51.0;0.066;0.363;0.237;0;0;0;0
"T9063981";"C101728";65.11;0;3;16.0;0.405;0.264;0.072;0;0;0;0
"T9019922";"C101729";123.61;2;5;40.5;0.32;0.06;0.122;0;0;0;0
"T9020873";"C101730";88.13;0;2;11.2;0.155;0.469;0.204;0;0;0;0
"T9036112";"C101731";75.74;1;3;41.5;0.194;0.145;0.321;0;0;0;0
"T9038329";"C101732";17.88;1;3;840.8;0.099;0.604;0.202;0;0;1;0
"T9009199";"C101735";39.43;2;6;18.9;0.018;0.24;0.125;0;0;0;0
"T9048401";"C101736";36.5;0;3;0.9;0.174;0.163;0.301;0;0;0;0
"T9023936";"C101737";85.3;1;5;3.4;0.244;0.612;0.315;0;0;0;0
"T9058789";"C101738";59.18;2;5;25.8;0.147;0.171;0.369;0;0;0;0
"T9047478";"C101739";96.03;2;5;27.3;0.477;0.353;0.094;0;0;0;0
"T9017403";"C101740";52.22;1;1;5.3;0.552;0.292;0.501;0;0;0;0
"T9020050";"C101741";26.26;1;2;4005.2;0.427;0.247;0.223;0;0;1;0
"T9043077";"C101742";18.64;1;2;70.6;0.357;0.316;0.005;0;0;0;0
"T9053060";"C101743";24.66;0;1;2.0;0.375;0.359;0.465;0;0;0;0
"T9056791";"C101744";90.34;1;3;6.6;0.179;0.136;0.059;0;0;0;0
"T9061074";"C101745";145.84;1;3;14.1;0.49;0.308;0.089;0;0;0;0
"T9036520";"C101746";106.2;2;4;2.1;0.345;0.213;0.296;0;0;0;0
"T9019537";"C101747";134.63;2;4;42.5;0.208;0.187;0.371;0;0;0;0
"T9037983";"C101748";34.31;0;1;15.5;0.636;0.323;0.09;0;0;0;0
"T9042437";"C101749";134.82;0;4;18.2;0.389;0.072;0.146;0;0;0;0
"T9058913";"C101751";68.38;0;2;8.0;0.294;0.281;0.333;0;0;0;0
"T9002679";"C101752";52.12;2;3;17.3;0.296;0.39;0.198;0;0;0;0
"T9061988";"C101754";48.18;2;4;5.8;0.299;0.158;0.093;0;0;0;0
"T9058248";"C101755";35.29;0;2;47.3;0.632;0.177;0.164;0;0;0;1
"T9050605";"C101756";19.98;2;5;5.8;0.218;0.174;0.159;0;0;0;0
"T9022701";"C101758";158.64;1;3;16.0;0.339;0.425;0.051;0;0;0;0
"T9031879";"C101760";10.19;0;3;26.1;0.257;0.554;0.162;0;0;0;0
"T9012301";"C101764";98.99;1;6;6355.6;0.23;0.079;0.283;0;0;1;0
"T9041047";"C101765";7.92;2;3;12.9;0.417;0.442;0.113;0;0;0;0
"T9043071";"C101766";205.15;3;4;2.0;0.24;0.365;0.079;0;0;0;0
"T9041234";"C101767";8.12;1;3;28.3;0.057;0.148;0.282;0;0;0;0
"T9015012";"C101768";191.06;1;4;3.6;0.332;0.519;0.044;0;0;0;0
"T9051383";"C101769";83.56;3;11;12.2;0.164;0.319;0.228;0;1;0;0
"T9030748";"C101770";47.04;1;4;1062.1;0.273;0.092;0.146;0;0;1;0
"T9039583";"C101772";63.39;1;6;15.0;0.25;0.071;0.192;0;0;0;0
"T9011812";"C101773";202.2;1;2;8.8;0.151;0.578;0.246;0;0;0;0
"T9038894";"C101774";14.42;0;3;7.8;0.604;0.302;0.186;0;0;0;0
"T9054331";"C101775";43.67;2;6;20.3;0.391;0.109;0.128;0;0;0;0
"T9002247";"C101776";161.48;1;4;4476.0;0.239;0.021;0.085;0;0;1;1
"T9034522";"C101777";27.58;0;3;9.9;0.343;0.209;0.127;0;0;0;0
"T9002255";"C101778";37.9;0;2;39.6;0.505;0.637;0.124;0;0;0;0
"T9059294";"C101779";39.65;2;4;20.4;0.06;0.218;0.166;0;0;0;1
"T9009391";"C101780";72.74;1;1;3171.9;0.023;0.101;0.103;0;0;1;0
"T9033860";"C101781";58.68;2;4;1496.8;0.124;0.191;0.132;0;0;1;0
"T9046424";"C101782";28.58;0;1;13.7;0.438;0.136;0.126;0;0;0;0
"T9052254";"C101783";201.93;0;1;45.4;0.187;0.117;0.28;0;0;0;0
"T9059829";"C101784";20.33;1;1;2.8;0.243;0.19;0.523;0;0;0;0
"T9018856";"C101786";20.82;1;6;53.3;0.339;0.137;0.125;0;0;0;0
"T9022377";"C101787";37.8;0;2;7.0;0.2;0.388;0.152;0;0;0;0
"T9033501";"C101788";49.39;1;4;12.2;0.034;0.083;0.307;0;0;0;0
"T9031917";"C101789";63.31;0;3;6.0;0.197;0.058;0.022;0;0;0;0
"T9036857";"C101790";56.14;0;2;9.6;0.246;0.069;0.032;0;0;0;0
"T9031554";"C101791";228.06;1;6;5.6;0.628;0.228;0.115;0;0;0;0
"T9057182";"C101793";62.31;1;3;10.5;0.216;0.012;0.252;0;0;0;0
"T9048457";"C101795";54.38;0;3;96.8;0.377;0.188;0.195;0;0;0;0
"T9056375";"C101798";6.33;2;2;3.1;0.145;0.561;0.104;0;0;0;0
"T9039240";"C101799";58.06;3;7;3300.3;0.335;0.374;0.048;0;0;1;0
"T9051165";"C101800";488.86;1;1;0.8;0.586;0.261;0.173;0;0;0;0
"T9044618";"C101801";12.47;1;4;6205.4;0.415;0.479;0.209;0;0;1;0
"T9030500";"C101803";82.18;0;3;31.3;0.367;0.44;0.535;0;0;0;0
"T9001285";"C101805";70.83;3;5;29.7;0.141;0.364;0.082;0;0;0;0
"T9037773";"C101807";49.39;0;1;7.0;0.315;0.075;0.092;0;0;0;0
"T9029561";"C101808";24.26;1;2;46.7;0.515;0.271;0.167;0;0;0;0
"T9059273";"C101811";107.21;0;1;3.6;0.324;0.148;0.045;0;0;0;0
"T9049933";"C101812";25.55;0;0;41.2;0.413;0.176;0.101;0;0;0;0
"T9020217";"C101813";44.76;1;2;12.3;0.328;0.377;0.048;0;0;0;0
"T9032386";"C101814";19.06;3;6;51.9;0.191;0.163;0.203;0;0;0;0
"T9013816";"C101815";297.87;2;4;37.2;0.166;0.583;0.058;0;0;0;0
"T9032605";"C101817";11.87;0;2;29.6;0.387;0.175;0.213;0;0;0;0
"T9007360";"C101818";155.86;3;6;33.4;0.141;0.024;0.131;0;0;0;0
"T9000962";"C101820";168.92;0;0;43.8;0.286;0.135;0.201;0;0;0;0
"T9054300";"C101821";39.92;1;5;40.3;0.315;0.183;0.105;0;0;0;0
"T9057706";"C101822";50.06;0;3;19.5;0.509;0.155;0.087;0;0;0;0
"T9062633";"C101825";29.75;2;3;47.6;0.037;0.249;0.172;0;0;0;0
"T9038481";"C101826";186.83;1;1;1.9;0.65;0.12;0.205;0;0;0;0
"T9057862";"C101829";59.7;2;4;43.4;0.269;0.478;0.015;0;0;0;0
"T9027634";"C101830";56.53;0;3;1152.2;0.234;0.07;0.161;0;0;1;0
"T9061425";"C101831";39.05;3;7;38.4;0.135;0.567;0.332;0;0;0;0
"T9016228";"C101832";86.81;0;3;9.8;0.453;0.475;0.32;0;0;0;0
"T9035121";"C101833";11.92;2;6;5.0;0.283;0.121;0.158;0;0;0;0
"T9002528";"C101835";93.4;1;2;2.3;0.309;0.206;0.083;0;0;0;0
"T9017411";"C101836";111.77;2;5;16.5;0.302;0.443;0.004;0;0;0;0
"T9006648";"C101837";20.1;1;1;26.7;0.293;0.077;0.034;0;0;0;0
"T9027771";"C101839";31.88;2;6;6.3;0.593;0.075;0.041;0;0;0;0
"T9031080";"C101840";123.7;3;6;3.3;0.469;0.528;0.323;0;0;0;0
"T9052004";"C101842";54.69;1;2;990.4;0.219;0.37;0.075;0;0;1;0
"T9014158";"C101844";32.5;3;5;12.1;0.102;0.234;0.085;0;0;0;0
"T9020005";"C101845";225.87;2;5;15.8;0.433;0.054;0.035;0;0;0;0
"T9050770";"C101846";27.44;3;6;2019.7;0.14;0.259;0.225;0;0;1;0
"T9013438";"C101847";128.4;2;6;9.6;0.072;0.458;0.13;0;0;0;0
"T9034415";"C101849";49.46;1;3;15.0;0.259;0.193;0.008;0;0;0;0
"T9018505";"C101850";138.51;0;3;0.9;0.14;0.073;0.23;0;0;0;1
"T9054737";"C101851";22.87;1;5;6.7;0.349;0.097;0.244;0;0;0;1
"T9023922";"C101858";86.45;2;4;10.2;0.245;0.45;0.154;0;0;0;0
"T9008654";"C101859";61.3;0;3;5.3;0.172;0.162;0.167;0;0;0;0
"T9001317";"C101860";28.61;5;8;8.0;0.728;0.067;0.303;0;0;0;0
"T9052567";"C101861";107.21;0;6;3131.7;0.166;0.08;0.153;0;0;1;0
"T9031767";"C101862";21.48;1;2;12.4;0.435;0.134;0.064;0;0;0;0
"T9058356";"C101864";82.89;0;2;48.5;0.318;0.201;0.158;0;0;0;0
"T9057248";"C101866";28.82;0;2;53.0;0.218;0.168;0.183;0;0;0;0
"T9004883";"C101867";202.05;2;5;9.0;0.499;0.354;0.458;0;0;0;0
"T9041839";"C101869";24.69;0;4;2453.5;0.187;0.053;0.107;0;0;1;0
"T9039943";"C101870";38.73;2;4;0.6;0.109;0.198;0.641;0;0;0;0
"T9000689";"C101871";12.45;1;5;4.6;0.648;0.319;0.139;0;0;0;0
"T9009367";"C101872";78.77;1;1;55.0;0.423;0.686;0.316;0;0;0;0
"T9006627";"C101873";210.61;1;2;741.1;0.245;0.376;0.104;0;0;1;0
"T9056212";"C101874";280.61;1;4;25.5;0.159;0.181;0.121;0;0;0;0
"T9027296";"C101876";69.51;1;4;2.4;0.042;0.378;0.517;0;0;0;0
"T9017155";"C101877";50.95;2;5;13.0;0.302;0.292;0.043;0;0;0;0
"T9037762";"C101878";146.59;1;4;13.5;0.295;0.114;0.172;0;0;0;0
"T9022722";"C101879";83.57;1;5;407.2;0.482;0.513;0.248;0;0;0;0
"T9040918";"C101880";148.95;0;2;3651.9;0.332;0.313;0.093;0;0;1;0
"T9011986";"C101881";194.94;0;0;4.5;0.33;0.08;0.36;0;0;0;0
"T9044806";"C101882";112.78;1;3;2391.1;0.143;0.213;0.537;0;0;1;0
"T9051576";"C101883";165.84;2;6;3408.4;0.347;0.225;0.264;0;0;1;0
"T9001057";"C101884";382.08;0;1;469.5;0.211;0.08;0.141;0;0;0;0
"T9037998";"C101885";48.36;0;3;14.9;0.168;0.366;0.128;0;0;0;0
"T9014131";"C101886";138.63;1;4;19.3;0.236;0.244;0.353;0;0;0;0
"T9052880";"C101888";149.82;1;1;28.8;0.243;0.291;0.206;0;0;0;0
"T9006851";"C101889";49.15;3;7;9.2;0.474;0.299;0.487;0;0;0;0
"T9057307";"C101890";97.59;4;6;23.7;0.174;0.165;0.189;0;0;0;0
"T9063199";"C101891";33.33;2;7;2.6;0.546;0.397;0.476;0;0;0;0
"T9062783";"C101892";11.07;1;4;22.0;0.51;0.241;0.349;0;0;0;0
"T9027143";"C101893";41.37;0;2;9.6;0.088;0.625;0.224;0;0;0;0
"T9060880";"C101894";74.65;0;4;1.9;0.284;0.329;0.084;0;0;0;0
"T9019443";"C101896";22.34;1;5;6.3;0.092;0.176;0.05;0;0;0;0
"T9056041";"C101897";16.78;1;5;14.5;0.193;0.508;0.207;0;0;0;0
"T9014998";"C101898";98.31;0;0;8.8;0.465;0.191;0.137;0;0;0;0
"T9041354";"C101900";48.47;0;3;295.7;0.239;0.078;0.253;0;0;0;0
"T9022029";"C101902";35.89;1;3;16.6;0.278;0.159;0.096;0;0;0;0
"T9048579";"C101903";189.99;2;2;0.7;0.187;0.474;0.238;0;0;0;0
"T9017853";"C101904";115.52;1;7;4379.8;0.297;0.286;0.397;0;0;1;0
"T9037061";"C101905";127.86;0;3;4025.6;0.116;0.355;0.271;0;0;1;0
"T9036890";"C101907";15.3;1;4;5.8;0.737;0.221;0.352;0;0;0;0
"T9026043";"C101909";134.41;1;2;3467.0;0.313;0.266;0.299;0;0;1;0
"T9008589";"C101910";42.56;2;2;5.4;0.233;0.046;0.067;0;0;0;0
"T9024239";"C101911";7.5;0;0;383.9;0.131;0.521;0.315;0;0;0;0
"T9008504";"C101912";7.65;1;5;25.3;0.405;0.66;0.106;0;0;0;0
"T9026474";"C101915";174.09;2;3;0.2;0.232;0.094;0.24;0;0;0;0
"T9022815";"C101916";53.06;2;3;7.6;0.378;0.502;0.066;0;0;0;0
"T9048417";"C101918";54.11;0;1;3321.0;0.032;0.1;0.475;0;0;1;0
"T9032523";"C101919";30.02;1;5;0.3;0.357;0.25;0.23;0;0;0;0
"T9055122";"C101921";112.96;1;1;6.7;0.268;0.088;0.2;0;0;0;0
"T9036462";"C101922";52.06;0;3;5.4;0.173;0.077;0.167;0;0;0;0
"T9039363";"C101923";71.84;2;5;0.4;0.181;0.091;0.192;0;0;0;0
"T9004615";"C101924";128.93;1;3;3628.0;0.518;0.461;0.154;0;0;1;0
"T9050285";"C101926";77.01;0;2;8.7;0.317;0.251;0.065;0;0;0;0
"T9015518";"C101928";16.89;0;2;4256.8;0.418;0.269;0.308;0;0;1;0
"T9048024";"C101929";7.43;1;1;15.5;0.521;0.415;0.169;0;0;0;0
"T9005945";"C101932";378.49;1;3;23.6;0.318;0.483;0.112;0;0;0;0
"T9039297";"C101934";19.3;0;2;34.0;0.377;0.053;0.341;0;0;0;0
"T9032597";"C101935";17.07;0;0;33.8;0.195;0.131;0.165;0;0;0;0
"T9009169";"C101936";103.71;0;4;4.9;0.423;0.282;0.229;0;0;0;0
"T9028171";"C101937";244.87;0;3;8.9;0.282;0.135;0.27;0;0;0;0
"T9034957";"C101938";17.22;1;3;39.6;0.278;0.561;0.101;0;0;0;0
"T9025873";"C101939";28.9;1;11;1426.6;0.156;0.673;0.081;0;1;1;1
"T9013902";"C101940";22.41;0;1;15.7;0.26;0.058;0.073;0;0;0;0
"T9062693";"C101941";115.23;2;5;4.1;0.337;0.229;0.271;0;0;0;0
"T9035558";"C101942";11.63;3;5;32.0;0.153;0.341;0.122;0;0;0;0
"T9033225";"C101943";22.19;1;1;17.3;0.063;0.39;0.207;0;0;0;0
"T9028744";"C101945";130.46;2;9;8.6;0.385;0.609;0.038;0;0;0;0
"T9053419";"C101946";191.02;1;5;25.2;0.122;0.155;0.519;0;0;0;0
"T9039401";"C101947";152.01;1;5;9.4;0.336;0.363;0.128;0;0;0;0
"T9011373";"C101948";31.78;0;3;26.5;0.088;0.264;0.073;0;0;0;0
"T9049215";"C101950";24.81;1;1;36.6;0.06;0.469;0.381;0;0;0;0
"T9023269";"C101951";17.97;1;5;391.5;0.125;0.145;0.163;0;0;0;0
"T9004543";"C101952";57.85;1;2;28.5;0.46;0.604;0.07;0;0;0;0
"T9006179";"C101953";52.92;1;4;1.0;0.334;0.052;0.004;0;0;0;0
"T9037737";"C101954";105.42;1;5;12.3;0.402;0.291;0.283;0;0;0;0
"T9008914";"C101956";24.73;2;6;35.8;0.182;0.163;0.285;0;0;0;0
"T9050826";"C101957";40.96;2;5;337.9;0.262;0.612;0.063;0;0;0;0
"T9038217";"C101960";24.43;2;6;5.5;0.57;0.292;0.039;0;0;0;0
"T9013719";"C101961";139.74;0;3;14.0;0.426;0.247;0.083;0;0;0;0
"T9051294";"C101962";78.71;1;4;6.7;0.257;0.316;0.14;0;0;0;0
"T9036083";"C101963";45.79;1;5;32.1;0.392;0.359;0.081;0;0;0;0
"T9021476";"C101964";19.68;1;3;36.3;0.337;0.136;0.275;0;0;0;0
"T9040414";"C101965";98.36;3;5;3.9;0.337;0.308;0.005;0;0;0;0
"T9040494";"C101966";19.96;0;1;30.8;0.312;0.213;0.023;0;0;0;0
"T9013373";"C101967";128.43;2;5;8.9;0.591;0.187;0.426;0;0;0;0
"T9000212";"C101971";337.82;1;3;6.3;0.267;0.281;0.175;0;0;0;0
"T9020928";"C101972";84.76;1;4;9.9;0.287;0.39;0.098;0;0;0;0
"T9029029";"C101973";17.98;1;2;22.1;0.267;0.377;0.16;0;0;0;0
"T9000628";"C101974";16.27;2;5;5.1;0.27;0.158;0.356;0;0;0;0
"T9009670";"C101978";113.59;1;3;7.5;0.543;0.425;0.262;0;0;0;0
"T9063905";"C101979";23.11;0;2;20.2;0.216;0.097;0.025;0;0;0;0
"T9026136";"C101983";22.72;1;2;3.9;0.268;0.315;0.192;0;0;0;0
"T9019771";"C101987";17.18;2;3;17.6;0.466;0.148;0.055;0;0;0;0
"T9001486";"C101988";55.52;0;1;36.8;0.432;0.519;0.24;0;0;0;0
"T9009842";"C101991";9.08;1;4;11.3;0.051;0.203;0.234;0;0;0;0
"T9015673";"C101992";2.91;0;3;18.4;0.437;0.071;0.086;0;0;0;0
"T9034302";"C101993";148.65;0;2;11.2;0.437;0.578;0.048;0;0;0;0
"T9058155";"C101995";14.65;2;7;53.9;0.37;0.109;0.344;0;0;0;1
"T9021072";"C101999";131.43;1;2;98.1;0.125;0.218;0.261;0;0;0;0
"T9047862";"C102001";8.4;3;5;8.7;0.185;0.191;0.087;0;0;0;0
"T9021227";"C102002";43.47;1;4;5445.9;0.221;0.136;0.131;0;0;1;0
"T9009722";"C102003";65.72;1;3;5.1;0.731;0.117;0.426;0;0;0;0
"T9008281";"C102004";11.17;1;1;2170.1;0.422;0.19;0.268;0;0;1;0
"T9057688";"C102005";84.34;0;1;1426.8;0.295;0.304;0.039;0;0;1;0
"T9046589";"C102006";18.09;0;3;5.5;0.382;0.137;0.528;0;0;0;0
"T9059729";"C102007";16.57;0;3;4544.9;0.366;0.388;0.06;0;0;1;0
"T9000054";"C102008";152.49;0;4;693.4;0.305;0.083;0.064;0;0;1;0
"T9032707";"C102009";30.78;1;4;16.4;0.459;0.058;0.125;0;0;0;0
"T9027561";"C102010";203.91;0;1;79.2;0.234;0.069;0.288;0;0;0;0
"T9058175";"C102011";27.79;1;4;10.3;0.444;0.228;0.139;0;0;0;0
"T9010308";"C102014";58.61;1;3;23.6;0.057;0.487;0.221;0;0;0;0
"T9018551";"C102015";78.76;0;4;33.1;0.449;0.188;0.064;0;0;0;0
"T9057148";"C102016";29.53;2;2;8.3;0.285;0.427;0.067;0;0;0;0
"T9039544";"C102018";36.34;0;2;15.8;0.259;0.561;0.175;0;0;0;0
"T9062682";"C102019";37.22;0;3;5.2;0.275;0.374;0.093;0;0;0;0
"T9047840";"C102020";134.69;2;5;10.5;0.467;0.261;0.252;0;0;0;0
"T9043141";"C102021";71.86;2;4;1852.4;0.285;0.479;0.391;0;0;1;0
"T9064595";"C102022";10.87;0;3;24.0;0.235;0.23;0.125;0;0;0;0
"T9009195";"C102023";17.82;0;3;2.3;0.251;0.44;0.115;0;0;0;0
"T9006350";"C102024";32.5;3;8;13.9;0.176;0.074;0.345;0;0;0;0
"T9041526";"C102025";272.33;1;4;2.4;0.123;0.364;0.009;0;0;0;0
"T9038999";"C102028";1026.87;2;6;35.7;0.555;0.271;0.465;0;0;0;0
"T9048560";"C102029";22.6;3;6;6.9;0.038;0.07;0.105;0;0;0;0
"T9059702";"C102031";38.88;0;6;9.5;0.201;0.148;0.415;0;0;0;0
